シーズン,日付,ゲームタイプ,球団,ホーム・ビジター,結果,スコア,対戦球団,R,H,E,ボックススコア,回戦,球場,試合開始,試合時間,入場者,GameID
2025,2025-04-10,公式戦,オリックス・バファローズ,ホーム,T,1,福岡ソフトバンクホークス,1,9,0,"0,0,0,0,1,0,0,0,0,0,0,0",3,京セラD大阪,18:01,04:20,19481,GAME20250410OBSH0062
2025,2025-04-10,公式戦,北海道日本ハムファイターズ,ビジター,W,10,東北楽天ゴールデンイーグルス,10,16,0,"2,1,3,2,0,0,1,1,0",3,楽天モバイル,18:00,03:25,20722,GAME20250410RENF0064
2025,2025-04-10,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,0,北海道日本ハムファイターズ,0,3,0,"0,0,0,0,0,0,0,0,0",3,楽天モバイル,18:00,03:25,20722,GAME20250410RENF0064
2025,2025-04-11,公式戦,読売ジャイアンツ,ビジター,L,3,広島東洋カープ,3,4,1,"0,1,0,1,1,0,0,0,0",1,マツダスタジアム,18:00,03:14,28028,GAME20250411HCYG0066
2025,2025-04-11,公式戦,広島東洋カープ,ホーム,W,12,読売ジャイアンツ,12,15,2,"0,3,0,7,2,0,0,0,x",1,マツダスタジアム,18:00,03:14,28028,GAME20250411HCYG0066
2025,2025-04-11,公式戦,中日ドラゴンズ,ビジター,L,3,阪神タイガース,3,7,0,"2,0,0,0,1,0,0,0,0",1,甲子園,18:00,03:18,42600,GAME20250411HTCD0069
2025,2025-04-11,公式戦,阪神タイガース,ホーム,W,6,中日ドラゴンズ,6,14,0,"4,0,0,1,1,0,0,0,x",1,甲子園,18:00,03:18,42600,GAME20250411HTCD0069
2025,2025-04-11,公式戦,福岡ソフトバンクホークス,ビジター,W,5,千葉ロッテマリーンズ,5,8,0,"0,1,0,1,0,0,0,1,1,1",4,ZOZOマリン,18:00,03:32,25706,GAME20250411LMSH0065
2025,2025-04-11,公式戦,千葉ロッテマリーンズ,ホーム,L,4,福岡ソフトバンクホークス,4,14,1,"0,0,0,0,0,1,2,0,1,0",4,ZOZOマリン,18:00,03:32,25706,GAME20250411LMSH0065
2025,2025-04-11,公式戦,埼玉西武ライオンズ,ビジター,L,0,北海道日本ハムファイターズ,0,3,0,"0,0,0,0,0,0,0,0,0,0,0,0",4,エスコンＦ,18:02,03:40,29686,GAME20250411NFSL0067
2025,2025-04-11,公式戦,北海道日本ハムファイターズ,ホーム,W,2,埼玉西武ライオンズ,2,4,1,"0,0,0,0,0,0,0,0,0,0,0,2x",4,エスコンＦ,18:02,03:40,29686,GAME20250411NFSL0067
2025,2025-04-11,公式戦,オリックス・バファローズ,ビジター,W,4,東北楽天ゴールデンイーグルス,4,10,0,"0,0,0,0,1,3,0,0,0",4,楽天モバイル,18:00,03:31,22498,GAME20250411REOB0068
2025,2025-04-11,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,1,オリックス・バファローズ,1,11,1,"0,0,0,0,0,1,0,0,0",4,楽天モバイル,18:00,03:31,22498,GAME20250411REOB0068
2025,2025-04-12,公式戦,東京ヤクルトスワローズ,ビジター,L,4,横浜DeNAベイスターズ,4,7,0,"0,0,0,0,0,0,0,0,4",1,横　浜,14:00,02:47,33595,GAME20250412DBYS0070
2025,2025-04-12,公式戦,横浜DeNAベイスターズ,ホーム,W,5,東京ヤクルトスワローズ,5,9,0,"0,0,2,0,2,1,0,0,x",1,横　浜,14:00,02:47,33595,GAME20250412DBYS0070
2025,2025-04-12,公式戦,読売ジャイアンツ,ビジター,L,0,広島東洋カープ,0,8,0,"0,0,0,0,0,0,0,0,0",2,マツダスタジアム,14:00,02:47,31869,GAME20250412HCYG0072
2025,2025-04-12,公式戦,広島東洋カープ,ホーム,W,1,読売ジャイアンツ,1,9,1,"0,0,1,0,0,0,0,0,x",2,マツダスタジアム,14:00,02:47,31869,GAME20250412HCYG0072
2025,2025-04-12,公式戦,中日ドラゴンズ,ビジター,W,3,阪神タイガース,3,8,0,"1,0,0,0,2,0,0,0,0",2,甲子園,14:01,03:20,42601,GAME20250412HTCD0075
2025,2025-04-12,公式戦,阪神タイガース,ホーム,L,2,中日ドラゴンズ,2,12,0,"0,0,0,0,1,0,0,0,1",2,甲子園,14:01,03:20,42601,GAME20250412HTCD0075
2025,2025-04-12,公式戦,福岡ソフトバンクホークス,ビジター,W,8,千葉ロッテマリーンズ,8,15,0,"0,0,1,3,3,1,0,0,0",5,ZOZOマリン,14:01,03:07,27738,GAME20250412LMSH0071
2025,2025-04-12,公式戦,千葉ロッテマリーンズ,ホーム,L,0,福岡ソフトバンクホークス,0,3,3,"0,0,0,0,0,0,0,0,0",5,ZOZOマリン,14:01,03:07,27738,GAME20250412LMSH0071
2025,2025-04-12,公式戦,埼玉西武ライオンズ,ビジター,W,2,北海道日本ハムファイターズ,2,10,0,"0,0,0,0,0,0,0,1,1",5,エスコンＦ,14:00,03:19,29503,GAME20250412NFSL0073
2025,2025-04-12,公式戦,北海道日本ハムファイターズ,ホーム,L,1,埼玉西武ライオンズ,1,6,3,"0,0,0,0,0,0,0,0,1",5,エスコンＦ,14:00,03:19,29503,GAME20250412NFSL0073
2025,2025-04-12,公式戦,オリックス・バファローズ,ビジター,W,4,東北楽天ゴールデンイーグルス,4,10,0,"4,0,0,0,0,0,0,0,0",5,楽天モバイル,14:00,03:14,23656,GAME20250412REOB0074
2025,2025-04-12,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,2,オリックス・バファローズ,2,8,1,"0,0,0,0,0,0,0,0,2",5,楽天モバイル,14:00,03:14,23656,GAME20250412REOB0074
2025,2025-04-13,公式戦,読売ジャイアンツ,ビジター,L,3,広島東洋カープ,3,9,2,"0,0,0,1,0,0,2,0,0",3,マツダスタジアム,13:30,03:20,32183,GAME20250413HCYG0076
2025,2025-04-13,公式戦,広島東洋カープ,ホーム,W,5,読売ジャイアンツ,5,10,1,"1,0,0,0,2,1,1,0,x",3,マツダスタジアム,13:30,03:20,32183,GAME20250413HCYG0076
2025,2025-04-13,公式戦,埼玉西武ライオンズ,ビジター,W,7,北海道日本ハムファイターズ,7,14,0,"1,1,1,0,4,0,0,0,0",6,エスコンＦ,13:00,03:43,30466,GAME20250413NFSL0077
2025,2025-04-13,公式戦,北海道日本ハムファイターズ,ホーム,L,2,埼玉西武ライオンズ,2,8,1,"0,0,1,0,0,0,1,0,0",6,エスコンＦ,13:00,03:43,30466,GAME20250413NFSL0077
2025,2025-04-13,公式戦,オリックス・バファローズ,ビジター,W,6,東北楽天ゴールデンイーグルス,6,12,1,"3,0,2,0,0,0,0,0,1",6,楽天モバイル,13:00,03:09,24129,GAME20250413REOB0078
2025,2025-04-13,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,1,オリックス・バファローズ,1,6,1,"0,0,0,0,0,0,0,1,0",6,楽天モバイル,13:00,03:09,24129,GAME20250413REOB0078
2025,2025-04-15,公式戦,中日ドラゴンズ,ビジター,L,1,広島東洋カープ,1,6,0,"0,0,1,0,0,0,0,0,0",4,マツダスタジアム,18:00,03:11,20754,GAME20250415HCCD0084
2025,2025-04-15,公式戦,広島東洋カープ,ホーム,W,7,中日ドラゴンズ,7,12,1,"2,0,4,0,0,0,0,1,x",4,マツダスタジアム,18:00,03:11,20754,GAME20250415HCCD0084
2025,2025-04-15,公式戦,北海道日本ハムファイターズ,ビジター,W,9,千葉ロッテマリーンズ,9,11,1,"0,0,0,0,0,8,0,0,1",1,ZOZOマリン,18:00,03:04,25669,GAME20250415LMNF0082
2025,2025-04-15,公式戦,千葉ロッテマリーンズ,ホーム,L,3,北海道日本ハムファイターズ,3,6,3,"1,0,0,1,1,0,0,0,0",1,ZOZOマリン,18:00,03:04,25669,GAME20250415LMNF0082
2025,2025-04-15,公式戦,埼玉西武ライオンズ,ビジター,L,0,オリックス・バファローズ,0,4,1,"0,0,0,0,0,0,0,0,0",1,京セラD大阪,18:01,02:39,19639,GAME20250415OBSL0079
2025,2025-04-15,公式戦,オリックス・バファローズ,ホーム,W,2,埼玉西武ライオンズ,2,5,1,"1,0,0,0,0,0,0,1,x",1,京セラD大阪,18:01,02:39,19639,GAME20250415OBSL0079
2025,2025-04-15,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,2,福岡ソフトバンクホークス,2,6,2,"0,0,0,0,0,1,0,0,0,1",1,みずほPayPay,18:00,03:20,30162,GAME20250415SHRE0080
2025,2025-04-15,公式戦,福岡ソフトバンクホークス,ホーム,L,1,東北楽天ゴールデンイーグルス,1,4,0,"0,0,0,0,0,0,1,0,0,0",1,みずほPayPay,18:00,03:20,30162,GAME20250415SHRE0080
2025,2025-04-15,公式戦,横浜DeNAベイスターズ,ビジター,L,0,読売ジャイアンツ,0,6,0,"0,0,0,0,0,0,0,0,0",3,東京ドーム,18:01,02:33,41878,GAME20250415YGDB0083
2025,2025-04-15,公式戦,読売ジャイアンツ,ホーム,W,1,横浜DeNAベイスターズ,1,7,0,"0,0,1,0,0,0,0,0,x",3,東京ドーム,18:01,02:33,41878,GAME20250415YGDB0083
2025,2025-04-15,公式戦,阪神タイガース,ビジター,W,5,東京ヤクルトスワローズ,5,10,2,"1,0,0,0,0,4,0,0,0",3,松　山,18:01,03:14,26943,GAME20250415YSHT0081
2025,2025-04-15,公式戦,東京ヤクルトスワローズ,ホーム,L,1,阪神タイガース,1,4,1,"0,0,0,0,0,0,0,0,1",3,松　山,18:01,03:14,26943,GAME20250415YSHT0081
2025,2025-04-16,公式戦,中日ドラゴンズ,ビジター,W,2,広島東洋カープ,2,4,0,"0,0,0,0,0,0,1,1,0",5,マツダスタジアム,18:00,02:47,20386,GAME20250416HCCD0089
2025,2025-04-16,公式戦,広島東洋カープ,ホーム,L,0,中日ドラゴンズ,0,5,0,"0,0,0,0,0,0,0,0,0",5,マツダスタジアム,18:00,02:47,20386,GAME20250416HCCD0089
2025,2025-04-16,公式戦,北海道日本ハムファイターズ,ビジター,L,0,千葉ロッテマリーンズ,0,4,3,"0,0,0,0,0,0,0,0,0",2,ZOZOマリン,18:01,02:51,28508,GAME20250416LMNF0087
2025,2025-04-16,公式戦,千葉ロッテマリーンズ,ホーム,W,4,北海道日本ハムファイターズ,4,7,0,"0,0,0,0,0,3,0,1,x",2,ZOZOマリン,18:01,02:51,28508,GAME20250416LMNF0087
2025,2025-04-16,公式戦,埼玉西武ライオンズ,ビジター,W,5,オリックス・バファローズ,5,16,0,"1,0,1,1,0,1,0,0,1",2,京セラD大阪,18:01,03:01,19550,GAME20250416OBSL0085
2025,2025-04-16,公式戦,オリックス・バファローズ,ホーム,L,0,埼玉西武ライオンズ,0,5,1,"0,0,0,0,0,0,0,0,0",2,京セラD大阪,18:01,03:01,19550,GAME20250416OBSL0085
2025,2025-04-16,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,6,福岡ソフトバンクホークス,6,13,0,"0,0,3,2,0,0,0,1,0",2,みずほPayPay,18:00,03:36,30232,GAME20250416SHRE0086
2025,2025-04-16,公式戦,福岡ソフトバンクホークス,ホーム,L,2,東北楽天ゴールデンイーグルス,2,8,2,"0,0,1,0,0,0,1,0,0",2,みずほPayPay,18:00,03:36,30232,GAME20250416SHRE0086
2025,2025-04-16,公式戦,横浜DeNAベイスターズ,ビジター,L,0,読売ジャイアンツ,0,6,0,"0,0,0,0,0,0,0,0,0",4,東京ドーム,18:00,02:32,41568,GAME20250416YGDB0088
2025,2025-04-16,公式戦,読売ジャイアンツ,ホーム,W,5,横浜DeNAベイスターズ,5,8,0,"2,0,1,0,2,0,0,0,x",4,東京ドーム,18:00,02:32,41568,GAME20250416YGDB0088
2025,2025-04-17,公式戦,埼玉西武ライオンズ,ビジター,W,3,オリックス・バファローズ,3,14,0,"0,0,2,0,0,0,1,0,0",3,京セラD大阪,18:00,03:24,19086,GAME20250417OBSL0090
2025,2025-04-17,公式戦,オリックス・バファローズ,ホーム,L,2,埼玉西武ライオンズ,2,11,0,"1,0,0,0,0,1,0,0,0",3,京セラD大阪,18:00,03:24,19086,GAME20250417OBSL0090
2025,2025-04-17,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,4,福岡ソフトバンクホークス,4,10,1,"0,0,0,0,0,0,0,1,3",3,みずほPayPay,18:00,03:34,30521,GAME20250417SHRE0091
2025,2025-04-17,公式戦,福岡ソフトバンクホークス,ホーム,L,3,東北楽天ゴールデンイーグルス,3,9,0,"0,0,0,0,0,3,0,0,0",3,みずほPayPay,18:00,03:34,30521,GAME20250417SHRE0091
2025,2025-04-17,公式戦,横浜DeNAベイスターズ,ビジター,W,9,読売ジャイアンツ,9,15,1,"2,4,1,0,1,0,0,1,0",5,東京ドーム,18:01,03:04,41767,GAME20250417YGDB0093
2025,2025-04-17,公式戦,読売ジャイアンツ,ホーム,L,1,横浜DeNAベイスターズ,1,7,0,"0,0,0,0,0,0,0,0,1",5,東京ドーム,18:01,03:04,41767,GAME20250417YGDB0093
2025,2025-04-17,公式戦,阪神タイガース,ビジター,W,7,東京ヤクルトスワローズ,7,14,1,"0,1,0,0,0,0,0,3,1,0,2",4,神　宮,18:00,04:07,28980,GAME20250417YSHT0092
2025,2025-04-17,公式戦,東京ヤクルトスワローズ,ホーム,L,5,阪神タイガース,5,9,1,"1,2,0,0,0,0,0,0,2,0,0",4,神　宮,18:00,04:07,28980,GAME20250417YSHT0092
2025,2025-04-18,公式戦,広島東洋カープ,ビジター,W,5,阪神タイガース,5,9,0,"0,5,0,0,0,0,0,0,0",4,甲子園,18:01,03:18,42618,GAME20250418HTHC0097
2025,2025-04-18,公式戦,阪神タイガース,ホーム,L,2,広島東洋カープ,2,4,0,"2,0,0,0,0,0,0,0,0",4,甲子園,18:01,03:18,42618,GAME20250418HTHC0097
2025,2025-04-18,公式戦,北海道日本ハムファイターズ,ビジター,L,1,オリックス・バファローズ,1,6,0,"1,0,0,0,0,0,0,0,0",4,京セラD大阪,18:02,03:01,28197,GAME20250418OBNF0094
2025,2025-04-18,公式戦,オリックス・バファローズ,ホーム,W,2,北海道日本ハムファイターズ,2,9,0,"0,0,0,0,0,1,0,0,1x",4,京セラD大阪,18:02,03:01,28197,GAME20250418OBNF0094
2025,2025-04-18,公式戦,千葉ロッテマリーンズ,ビジター,W,4,東北楽天ゴールデンイーグルス,4,7,0,"0,0,1,0,0,0,0,3,0",4,楽天モバイル,18:00,03:02,22667,GAME20250418RELM0096
2025,2025-04-18,公式戦,東北楽天ゴールデンイーグルス,ホーム,L,1,千葉ロッテマリーンズ,1,5,1,"0,0,0,0,0,0,0,1,0",4,楽天モバイル,18:00,03:02,22667,GAME20250418RELM0096
2025,2025-04-18,公式戦,福岡ソフトバンクホークス,ビジター,L,1,埼玉西武ライオンズ,1,0,1,"0,0,0,0,0,0,1,0,0",4,ベルーナドーム,18:01,02:37,20974,GAME20250418SLSH0098
2025,2025-04-18,公式戦,埼玉西武ライオンズ,ホーム,W,2,福岡ソフトバンクホークス,2,8,0,"0,0,1,0,0,0,1,0,x",4,ベルーナドーム,18:01,02:37,20974,GAME20250418SLSH0098
2025,2025-04-18,公式戦,読売ジャイアンツ,ビジター,W,7,東京ヤクルトスワローズ,7,11,0,"0,0,3,0,0,0,3,0,1",4,神　宮,18:00,03:29,26952,GAME20250418YSYG0095
2025,2025-04-18,公式戦,東京ヤクルトスワローズ,ホーム,L,2,読売ジャイアンツ,2,8,0,"0,0,0,1,0,0,0,1,0",4,神　宮,18:00,03:29,26952,GAME20250418YSYG0095
2025,2025-04-19,公式戦,横浜DeNAベイスターズ,ビジター,L,2,中日ドラゴンズ,2,6,0,"0,0,1,0,0,0,0,1,0",4,バンテリンドーム,14:00,02:37,36264,GAME20250419CDDB0101
2025,2025-04-19,公式戦,中日ドラゴンズ,ホーム,W,3,横浜DeNAベイスターズ,3,9,0,"2,0,0,0,0,1,0,0,x",4,バンテリンドーム,14:00,02:37,36264,GAME20250419CDDB0101
2025,2025-04-19,公式戦,広島東洋カープ,ビジター,W,3,阪神タイガース,3,6,0,"0,3,0,0,0,0,0,0,0",5,甲子園,14:01,02:59,42605,GAME20250419HTHC0103
2025,2025-04-19,公式戦,阪神タイガース,ホーム,L,0,広島東洋カープ,0,8,3,"0,0,0,0,0,0,0,0,0",5,甲子園,14:01,02:59,42605,GAME20250419HTHC0103
2025,2025-04-19,公式戦,北海道日本ハムファイターズ,ビジター,W,7,オリックス・バファローズ,7,10,0,"0,0,0,1,1,0,0,5,0",5,京セラD大阪,14:01,03:05,31292,GAME20250419OBNF0099
2025,2025-04-19,公式戦,オリックス・バファローズ,ホーム,L,4,北海道日本ハムファイターズ,4,11,0,"0,0,0,2,0,0,0,2,0",5,京セラD大阪,14:01,03:05,31292,GAME20250419OBNF0099
2025,2025-04-19,公式戦,千葉ロッテマリーンズ,ビジター,L,1,東北楽天ゴールデンイーグルス,1,7,0,"0,0,0,0,1,0,0,0,0",5,楽天モバイル,16:00,03:03,24931,GAME20250419RELM0102
2025,2025-04-19,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,2,千葉ロッテマリーンズ,2,8,0,"0,2,0,0,0,0,0,0,x",5,楽天モバイル,16:00,03:03,24931,GAME20250419RELM0102
2025,2025-04-19,公式戦,福岡ソフトバンクホークス,ビジター,L,0,埼玉西武ライオンズ,0,4,0,"0,0,0,0,0,0,0,0,0",5,ベルーナドーム,18:00,02:26,27540,GAME20250419SLSH0104
2025,2025-04-19,公式戦,埼玉西武ライオンズ,ホーム,W,1,福岡ソフトバンクホークス,1,5,0,"0,0,1,0,0,0,0,0,x",5,ベルーナドーム,18:00,02:26,27540,GAME20250419SLSH0104
2025,2025-04-19,公式戦,読売ジャイアンツ,ビジター,W,6,東京ヤクルトスワローズ,6,14,1,"0,0,0,0,0,2,2,1,1",5,神　宮,18:00,03:59,29101,GAME20250419YSYG0100
2025,2025-04-19,公式戦,東京ヤクルトスワローズ,ホーム,L,4,読売ジャイアンツ,4,11,0,"0,2,0,0,1,0,0,1,0",5,神　宮,18:00,03:59,29101,GAME20250419YSYG0100
2025,2025-04-20,公式戦,横浜DeNAベイスターズ,ビジター,L,0,中日ドラゴンズ,0,3,1,"0,0,0,0,0,0,0,0,0",5,バンテリンドーム,13:30,02:38,34614,GAME20250420CDDB0107
2025,2025-04-20,公式戦,中日ドラゴンズ,ホーム,W,2,横浜DeNAベイスターズ,2,6,1,"0,1,0,1,0,0,0,0,x",5,バンテリンドーム,13:30,02:38,34614,GAME20250420CDDB0107
2025,2025-04-20,公式戦,広島東洋カープ,ビジター,L,1,阪神タイガース,1,8,0,"0,0,0,0,0,0,1,0,0",6,甲子園,14:01,03:05,42584,GAME20250420HTHC0109
2025,2025-04-20,公式戦,阪神タイガース,ホーム,W,8,広島東洋カープ,8,12,0,"2,0,1,0,3,0,0,2,x",6,甲子園,14:01,03:05,42584,GAME20250420HTHC0109
2025,2025-04-20,公式戦,北海道日本ハムファイターズ,ビジター,W,2,オリックス・バファローズ,2,8,1,"0,0,0,0,0,0,1,0,1",6,京セラD大阪,13:00,03:06,34305,GAME20250420OBNF0105
2025,2025-04-20,公式戦,オリックス・バファローズ,ホーム,L,0,北海道日本ハムファイターズ,0,5,1,"0,0,0,0,0,0,0,0,0",6,京セラD大阪,13:00,03:06,34305,GAME20250420OBNF0105
2025,2025-04-20,公式戦,千葉ロッテマリーンズ,ビジター,L,1,東北楽天ゴールデンイーグルス,1,7,0,"0,0,0,1,0,0,0,0,0",6,楽天モバイル,13:00,02:59,24830,GAME20250420RELM0108
2025,2025-04-20,公式戦,東北楽天ゴールデンイーグルス,ホーム,W,4,千葉ロッテマリーンズ,4,10,1,"0,3,0,0,1,0,0,0,x",6,楽天モバイル,13:00,02:59,24830,GAME20250420RELM0108
2025,2025-04-20,公式戦,福岡ソフトバンクホークス,ビジター,W,3,埼玉西武ライオンズ,3,12,1,"0,0,2,1,0,0,0,0,0",6,ベルーナドーム,13:01,02:32,24751,GAME20250420SLSH0110
2025,2025-04-20,公式戦,埼玉西武ライオンズ,ホーム,L,1,福岡ソフトバンクホークス,1,3,1,"1,0,0,0,0,0,0,0,0",6,ベルーナドーム,13:01,02:32,24751,GAME20250420SLSH0110
2025,2025-04-20,公式戦,読売ジャイアンツ,ビジター,L,2,東京ヤクルトスワローズ,2,8,0,"0,1,0,0,1,0,0,0,0,0",6,神　宮,18:01,03:53,28900,GAME20250420YSYG0106
2025,2025-04-20,公式戦,東京ヤクルトスワローズ,ホーム,W,3,読売ジャイアンツ,3,10,0,"2,0,0,0,0,0,0,0,0,1x",6,神　宮,18:01,03:53,28900,GAME20250420YSYG0106
2025,2025-04-22,公式戦,阪神タイガース,ビジター,W,4,横浜DeNAベイスターズ,4,10,0,"0,1,0,1,1,0,1,0,0",4,横　浜,17:45,02:52,33630,GAME20250422DBHT0112
2025,2025-04-22,公式戦,横浜DeNAベイスターズ,ホーム,L,2,阪神タイガース,2,6,0,"0,0,0,0,0,0,2,0,0",4,横　浜,17:45,02:52,33630,GAME20250422DBHT0112
2025,2025-04-22,公式戦,埼玉西武ライオンズ,ビジター,L,1,千葉ロッテマリーンズ,1,2,2,"1,0,0,0,0,0,0,0,0,0",3,ZOZOマリン,18:00,03:23,24257,GAME20250422LMSL0113
2025,2025-04-22,公式戦,千葉ロッテマリーンズ,ホーム,W,2,埼玉西武ライオンズ,2,9,0,"0,0,0,0,0,1,0,0,0,1x",3,ZOZOマリン,18:00,03:23,24257,GAME20250422LMSL0113
2025,2025-04-22,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,4,北海道日本ハムファイターズ,4,9,0,"0,0,0,0,1,0,0,3,0",4,エスコンＦ,18:01,03:20,28624,GAME20250422NFRE0115
2025,2025-04-22,公式戦,北海道日本ハムファイターズ,ホーム,L,2,東北楽天ゴールデンイーグルス,2,8,1,"0,1,0,0,0,1,0,0,0",4,エスコンＦ,18:01,03:20,28624,GAME20250422NFRE0115
2025,2025-04-22,公式戦,オリックス・バファローズ,ビジター,T,5,福岡ソフトバンクホークス,5,13,1,"1,0,1,0,0,0,2,0,1,0,0,0",4,みずほPayPay,18:00,04:32,32414,GAME20250422SHOB0111
2025,2025-04-22,公式戦,福岡ソフトバンクホークス,ホーム,T,5,オリックス・バファローズ,5,14,0,"0,0,0,0,0,1,2,0,2,0,0,0",4,みずほPayPay,18:00,04:32,32414,GAME20250422SHOB0111
2025,2025-04-22,公式戦,中日ドラゴンズ,ビジター,L,1,読売ジャイアンツ,1,4,0,"0,0,0,0,1,0,0,0,0",4,東京ドーム,18:00,02:56,41404,GAME20250422YGCD0114
2025,2025-04-22,公式戦,読売ジャイアンツ,ホーム,W,8,中日ドラゴンズ,8,9,0,"2,0,3,0,0,3,0,0,x",4,東京ドーム,18:00,02:56,41404,GAME20250422YGCD0114
2025,2025-04-23,公式戦,阪神タイガース,ビジター,W,3,横浜DeNAベイスターズ,3,9,0,"1,0,0,1,0,0,0,0,0,1",5,横　浜,17:45,03:44,33589,GAME20250423DBHT0117
2025,2025-04-23,公式戦,横浜DeNAベイスターズ,ホーム,L,2,阪神タイガース,2,5,0,"0,0,1,0,0,1,0,0,0,0",5,横　浜,17:45,03:44,33589,GAME20250423DBHT0117
2025,2025-04-23,公式戦,東京ヤクルトスワローズ,ビジター,L,1,広島東洋カープ,1,7,0,"0,0,0,0,0,0,1,0,0",3,マツダスタジアム,18:00,03:02,23884,GAME20250423HCYS0120
2025,2025-04-23,公式戦,広島東洋カープ,ホーム,W,7,東京ヤクルトスワローズ,7,13,1,"4,2,0,0,0,0,0,1,x",3,マツダスタジアム,18:00,03:02,23884,GAME20250423HCYS0120
2025,2025-04-23,公式戦,埼玉西武ライオンズ,ビジター,L,2,千葉ロッテマリーンズ,2,6,0,"1,1,0,0,0,0,0,0,0",4,ZOZOマリン,18:00,02:44,23836,GAME20250423LMSL0118
2025,2025-04-23,公式戦,千葉ロッテマリーンズ,ホーム,W,5,埼玉西武ライオンズ,5,8,1,"0,0,4,1,0,0,0,0,x",4,ZOZOマリン,18:00,02:44,23836,GAME20250423LMSL0118
2025,2025-04-23,公式戦,東北楽天ゴールデンイーグルス,ビジター,W,8,北海道日本ハムファイターズ,8,13,0,"3,0,0,0,0,4,0,1,0",5,エスコンＦ,18:00,03:24,28461,GAME20250423NFRE0121
2025,2025-04-23,公式戦,北海道日本ハムファイターズ,ホーム,L,3,東北楽天ゴールデンイーグルス,3,6,1,"0,0,0,0,0,1,1,0,1",5,エスコンＦ,18:00,03:24,28461,GAME20250423NFRE0121
2025,2025-04-23,公式戦,オリックス・バファローズ,ビジター,L,2,福岡ソフトバンクホークス,2,6,0,"0,0,0,1,1,0,0,0,0",5,みずほPayPay,18:00,02:47,33125,GAME20250423SHOB0116
